"Buurten (2021)";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2019";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2020";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2021";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2022"
"Karveel West";1;1;"";""
"Boeier";0;0;"";""
"Noordzoom Oost";"";"";"";""
"Golfpark, Lommerrijk";0;0;"";""
"Saerdam, Vliegend Hert, Fortuijn";0;0;"";""
"Punter";1;1;"";""
"Jol";0;1;"";""
"Galjoen";0;0;"";""
"Park, Jol, Gajoen";"";"";"";""
"Galjoen Zuid";0;0;"";""
"Bedrijventerrein Jol";0;0;"";""
"Houtribhoogte Zuid";"";"";"";""
"Houtribhoogte Noord";0;0;"";""
"Volkstuinen Bosweg";"";"";"";""
"Golfresort";1;1;"";""
"Landstrekenwijk Oost";0;1;"";""
"Landstrekenwijk Midden";0;0;"";""
"Landstrekenwijk West";0;0;"";""
"Grietenij";"";"";"";""
"De Doelen, De Marken";"";"";"";""
"De Meierij, Kerspel";"";"";"";""
"Bedrijventerrein Middendreef";"";"";"";""
"Botter Oost";0;0;"";""
"Botter West";0;0;"";""
"Tjalk";0;0;"";""
"Schoener";1;1;"";""
"Park Schoener";0;0;"";""
"Bedrijventerrein Tjalk";0;0;"";""
"Het Ravelijn, Ziekenhuisweg";"";"";"";""
"Hollandse Hout (Villapark)";0;1;"";""
"Oostvaardersdijk, Meerdijkhaven";"";"";"";""
"Lelystad-Haven West";0;0;"";""
"Lelystad-Haven Oost";0;0;"";""
"Lelystad-Haven Werkeiland";0;"";"";""
"'t Bovenwater";"";"";"";""
"Uilenweg";"";"";"";""
"Industrieterrein Noordersluis Oost";0;0;"";""
"Industrieterrein Noordersluis West";0;0;"";""
"Waagpassage";"";"";"";""
"Neringpassage";"";"";"";""
"Stationsplein";"";"";"";""
"Stadhuisstraat";"";"";"";""
"Lindenlaan";"";"";"";""
"Visvijverbos";"";"";"";""
"Karperweg, IJsselmeerdijk";"";"";"";""
"Visvijver-, Bijl-, Klokbeker-, Plavuizenweg";0;0;"";""
"Edelhert-, Runder-, Wisent-, Elandweg";"";"";"";""
"Beginweg, Bronsweg, Jupiterweg";0;0;"";""
"Sportveld Beginweg, Overijsselse Hout";"";"";"";""
"Lisdodde-, Dronter-, Zeeasterweg, -pad";"";"";"";""
"Natuurpark Lelystad";"";"";"";""
"Larserbos, Rietweg";"";"";"";""
"Vlotgrasweg";"";"";"";""
"Airport Lelystad";"";"";"";""
"Meerkoetenweg, Eendenweg, Larserpad";"";"";"";""
"Knarbos";"";"";"";""
"Pijlstaartweg, Vleetweg, Larserweg";"";"";"";""
"Vogelweg, Meeuwenweg, Pijlstaartweg";0;0;"";""
"Gelderse Hout";"";"";"";""
"Flevobos";"";"";"";""
"Overijsselse Hout, Hoefslag, Hondsdraf";"";0;"";""
"Strand Houtribhoek, Houtribbos";"";"";"";""
"Overijsselse Hout, Jagersbos";"";"";"";""
"Zuigerplaspark";"";"";"";""
"Larserplein";"";"";"";""
"Flevopoort II";0;0;"";""
"Flevopoort I";"";"";"";""
"Industrieterrein Oostervaart Oost";"";"";"";""
"Industrieterrein Oostervaart Midden";"";"";"";""
"Industrieterrein Oostervaart West";"";"";"";""
"Larservaartbos";"";"";"";""
"Bedrijvenpark Larserpoort";"";"";"";""
"Hollandse Hout";"";"";"";""
"Oostvaardersplassen";"";"";"";""
"Flora West";0;"";"";""
"Flora Midden";0;0;"";""
"Flora Oost PIL";"";"";"";""
"Woonhavenpad";"";"";"";""
"Warande West";"";"";"";""
"Biomassa";"";"";"";""
"Fauna, Bosvalkweg, Zuiderpoort";"";"";"";""
"Warande Oost";"";"";"";""
"Warande Oost/Midden";"";"";"";""
"Warande Zuid";"";"";"";""
"Warande Midden";"";"";"";""
"Kern Heythuysen";2;2;"";""
"Verspreide huizen Heythuysen";0;0;"";""
"Kern Heibloem";0;0;"";""
"Verspreide huizen Heibloem";0;0;"";""
"Kern Roggel";1;2;"";""
"Verspreide huizen Roggel";0;0;"";""
"Kern Neer";1;1;"";""
"Verspreide huizen Neer";0;0;"";""
"Kern Nunhem";0;0;"";""
"Verspreide huizen Nunhem";0;0;"";""
"Kern Haelen";1;2;"";""
"Verspreide huizen Haelen";0;0;"";""
"Kern Buggenum";0;0;"";""
"Verspreide huizen Buggenum";0;0;"";""
"Kern Horn";1;1;"";""
"Verspreide huizen Horn";0;0;"";""
"Kern Baexem";1;1;"";""
"Verspreide huizen Baexem";0;0;"";""
"Kern Kelpen-Oler";0;0;"";""
"Verspreide huizen Kelpen-Oler";0;0;"";""
"Kern Grathem";0;1;"";""
"Verspreide huizen Grathem";0;0;"";""
"Kern Ell";0;1;"";""
"Verspreide huizen Ell";0;0;"";""
"Kern Haler";0;0;"";""
"Verspreide huizen Haler";0;0;"";""
"Kern Hunsel";0;0;"";""
"Verspreide huizen Hunsel";0;0;"";""
"Kern Neeritter";0;1;"";""
"Verspreide huizen Neeritter";0;0;"";""
"Kern Ittervoort";0;1;"";""
"Verspreide huizen Ittervoort";0;0;"";""
"Hamershof";0;0;"";""
"Akkerhoeve";0;0;"";""
"Noordwijck";0;0;"";""
"Langenbeek";0;0;"";""
"Zwanenburg";0;0;"";""
"Munnikhove";0;0;"";""
"Bosveld";0;0;"";""
"Claverenblad";0;0;"";""
"Wildenburg";0;0;"";""
"Buitengebied Leusden-Centrum Oost";0;0;"";""
"Hamersveld-Oud";0;0;"";""
"Hamersveld-Nieuw";0;0;"";""
"Rozenboom";0;0;"";""
"Rozendaal";0;0;"";""
"Alandsbeek-West";0;0;"";""
"Alandsbeek-Oost";0;0;"";""
"De Wetering";0;0;"";""
"Rossenberg";0;0;"";""
"Groenhouten";0;1;"";""
"Buitengebied Leusden-Centrum West";0;0;"";""
"Kern Leusden-Zuid";0;1;"";""
"Tabaksteeg";1;1;"";""
"Buitengebied Leusden-Zuid";0;0;"";""
"Kern Achterveld";0;1;"";""
"Buitengebied Achterveld";0;0;"";""
"Stoutenburg";0;0;"";""
"'t Ruige Veld";0;0;"";""
"'t Vliet";0;0;"";""
"Bemmel";3;4;"";""
"Haalderen";0;1;"";""
"Angeren";0;1;"";""
"Doornenburg";0;1;"";""
"Verspreide huizen Ressen";0;0;"";""
"Verspreide huizen Angeren";0;0;"";""
"Verspreide huizen Bemmel";0;0;"";""
"Verspreide huizen Doornenburg";0;0;"";""
"Verspreide huizen Bemmel-Lent";0;0;"";""
"Verspreide huizen Ambtswaard";"";"";"";""
"Verspreide huizen Haalderen";0;0;"";""
"Ooijrijkse Polder";0;0;"";""
"Gendt";1;1;"";""
"Buurt Gendt";0;0;"";""
"Kommerdijk";"";0;"";""
"Hulhuizen";0;0;"";""
"Flieren";0;0;"";""
"Verspreide huizen Flieren";0;0;"";""
"Verspreide huizen Gendtsche Waarden";"";0;"";""
"Oude Stad Huissen";"";"";"";""
"Uitbreiding Stad Huissen";1;2;"";""
"Het Zand";0;1;"";""
"Zilverkamp";1;2;"";""
"Verspreide huizen Het Zand";0;1;"";""
"Verspreide huizen Hoeve en Loostraat";1;1;"";""
"Verspreide huizen Uiterwaard";"";"";"";""
"Meer en Duin";"";"";"";""
"Meerenburgh";0;0;"";""
"De Blinkerd";0;0;"";""
"Oranjebuurt";0;0;"";""
"Zeeheldenbuurt";0;0;"";""
"Berkhout";0;0;"";""
"Blokhuis";0;0;"";""
"Het Vierkant";0;0;"";""
"Van Rijckevorsel";0;0;"";""
"Bloemenbuurt";0;0;"";""
"Dever";0;0;"";""
"Vogelbuurt";0;0;"";""
"Componistenbuurt";0;0;"";""
"Schildersbuurt";0;0;"";""
"Geestwater";0;0;"";""
"Vrouwenpolder";0;0;"";""
"Lisse Rond";0;0;"";""
"Halfweg";0;0;"";""
"De Engel";0;0;"";""
"Ter Beek";0;0;"";""
"3e Poellaan";0;0;"";""
"Buitengebied";0;0;"";""
"Vesting";0;0;"";""
"Zuiderenk";1;1;"";""
"Lochem-Zuid";0;0;"";""
"Lochem-Oost";0;1;"";""
"Lochem-West";1;1;"";""
"Lochem-Noord";0;0;"";""
"Molengronden";0;0;"";""
"Zwiep";0;0;"";""
"Verspreide huizen Het Veen en Grote Veld";0;0;"";""
"Verspreide huizen Klein Dochteren";0;0;"";""
"Verspreide huizen Ampsen";0;0;"";""
"Verspreide huizen Nettelhorst, Langen en Zwiep";0;0;"";""
"Laren";0;1;"";""
"Exel";"";0;"";""
"Verspreide huizen Groot Dochteren";0;0;"";""
"Verspreide huizen Oolde";0;0;"";""
"Verspreide huizen Verwolde";0;0;"";""
"Verspreide huizen Exel";0;0;"";""
"Exel Tol";"";0;"";""
"Barchem";0;0;"";""
"Verspreide huizen Lochemseweg";0;0;"";""
"Verspreide huizen Zwarte Veen en Barchemse Enk";0;0;"";""
"Verspreide huizen Boschheurne en Zwiepsche Broek";0;0;"";""
"Gorssel";1;1;"";""
"Eefde";1;1;"";""
"Epse";0;0;"";""
"Verspreide huizen Joppe";0;0;"";""
"Verspreide huizen Gorssel";0;0;"";""
"Verspreide huizen Epse";0;0;"";""
"Verspreide huizen Eefde";0;0;"";""
"Almen";0;0;"";""
"Harfsen";0;0;"";""
"Verspreide huizen Almen ten zuiden van Twentekanaal";0;0;"";""
"Verspreide huizen Almen ten noorden van Twentekanaal";0;0;"";""
"Verspreide huizen Harfsen";0;1;"";""
"Verspreide huizen Kring van Dorth";0;0;"";""
"Draaiboom";0;0;"";""
"Hil (noord)";0;0;"";""
"Hil (zuid)";0;0;"";""
"Pannenhoef (west)";0;0;"";""
"Pannenhoef (oost)";0;0;"";""
"Bloemenbuurt";"";"";"";""
"Centrum";0;0;"";""
"Schrijversbuurt";0;0;"";""
"Staatsliedenbuurt";0;0;"";""
"Vossenberg (west)";0;0;"";""
"Vossenberg (oost)";0;0;"";""
"De Kets (industrieterrein)";"";"";"";""
"De Zandschel";0;0;"";""
"De Baan";0;0;"";""
"Heikant";0;0;"";""
"Els (west)";0;0;"";""
"Els (oost)";0;0;"";""
"Rooi Dorp";0;0;"";""
"Loonse Vaart";0;0;"";""
"De Oude Omdraaier";0;0;"";""
"Prinsessenbuurt";0;0;"";""
"Het Hoekske";0;0;"";""
"De Klinkenpolder";0;0;"";""
"Oud-Loon";0;1;"";""
"Mussenhoek";0;0;"";""
"Molenwijk (noord)";0;0;"";""
"Molenwijk (zuid)";0;0;"";""
"De Hoogt (Industrieterrein)";"";"";"";""
"Bergeind";0;"";"";""
"Oost-Loon";"";0;"";""
"De Plakken";"";"";"";""
"De Moer";0;0;"";""
"Lopik-Dorp";1;1;"";""
"Graaf";0;0;"";""
"Uitweg";0;0;"";""
"Lopikerkapel";0;0;"";""
"Jaarsveld";0;0;"";""
"Wielsekade";0;0;"";""
"Cabauw";0;0;"";""
"Zevender";0;0;"";""
"Lekdijk tussen Jaarsveld en Schoonhoven";0;0;"";""
"Langs de Lekdijk Lopikerwaard";0;0;"";""
"Benschop-Dorp";0;1;"";""
"Benschop Boveneind-Benedeneind";0;0;"";""
"Polsbroek-Dorp";0;0;"";""
"Polsbroek-Noordzijdseweg-Zuidzijdseweg";0;0;"";""
"Losser-West";2;2;"";""
"Bedrijfsterrein Losser";0;0;"";""
"Losser-Oost";1;1;"";""
"Verspreide huizen Losser";0;0;"";""
"Glane kern";0;0;"";""
"Glane-beekhoek";"";0;"";""
"Verspreide huizen Glane";"";0;"";""
"Overdinkel kern";1;1;"";""
"Verspreide huizen Overdinkel";0;0;"";""
"De Lutte kern";1;1;"";""
"Verspreide huizen De Lutte";0;0;"";""
"Beuningen kern";0;0;"";""
"Verspreide huizen Beuningen";0;0;"";""
"Kerkdriel";1;2;"";""
"Velddriel";0;0;"";""
"Hoenzadriel";"";0;"";""
"Alem";0;0;"";""
"Verspreide huizen Noord Beemden";0;0;"";""
"Verspreide huizen Kerkdriel, Berm en Hoorzik";0;0;"";""
"Verspreide huizen Velddriel, Vlierd en Beemden";0;0;"";""
"Verspreide huizen Maasdijk en Uiterwaarden";0;0;"";""
"Verspreide huizen Alem";"";0;"";""
"Ammerzoden";1;1;"";""
"Well";0;0;"";""
"Wellseind-Slijkwell";0;0;"";""
"Verspreide huizen Het Heust";0;0;"";""
"Verspreide huizen Uilecoten";0;0;"";""
"Hedel";1;2;"";""
"Verspreide huizen in het bouwgebied";0;0;"";""
"Verspreide huizen in de polder Hedel";0;0;"";""
"Heerewaarden";0;0;"";""
"Huizendijk, Voorne, De Kop en Veluwe";"";"";"";""
"Verspreide huizen Heerewaarden";"";"";"";""
"Rossum";1;1;"";""
"Hurwenen";0;0;"";""
"Verspreide huizen Hurwenen en Rossum";0;0;"";""
"Overige verspreide huizen";"";"";"";""
"Maasbracht";2;2;"";""
"Brachterbeek";0;1;"";""
"Verspreide huizen Het Vonderen";0;0;"";""
"Linne";"";"";"";""
"Verspreide huizen Linnerveld en Weerd";"";"";"";""
"Stevensweert waaronder Bilt";0;0;"";""
"Eiland-Brandt";0;0;"";""
"Laak";0;0;"";""
"Oh̩";0;0;"";""
"Thorn";1;1;"";""
"Verspreide huizen Thorn";0;0;"";""
"Heel";1;2;"";""
"Panheel";0;0;"";""
"Verspreide huizen Heel";0;0;"";""
"Beegden";1;1;"";""
"Wessem";1;1;"";""
"Taanschuurpolder";0;0;"";""
"Vertobuurt";0;0;"";""
"Bloemenbuurt";"";0;"";""
"Bomendal";"";0;"";""
"Sluispolder Oost";0;0;"";""
"Sluispolder West";0;0;"";""
"Binnenstad";0;0;"";""
"Kapelpolder";0;0;"";""
"Componistenbuurt";0;0;"";""
"Koningshoek";0;0;"";""
"Het Balkon";0;0;"";""
"Nieuwe waterweg";"";"";"";""
"Vogelbuurt";0;0;"";""
"Burgemeesterswijk";0;0;"";""
"Steendijkpolder Noord";0;0;"";""
"Steendijkpolder Zuid";0;0;"";""
"Zuidbuurt";0;0;"";""
"De Dijk";"";"";"";""
"Wilgenrijk";0;0;"";""
"Binnenstad";"";0;"";""
"Jekerkwartier";0;"";"";""
"Kommelkwartier";0;0;"";""
"Statenkwartier";0;0;"";""
"Boschstraatkwartier";"";"";"";""
"Sint Maartenspoort";0;0;"";""
"Wyck";0;0;"";""
"Villapark";0;1;"";""
"Jekerdal";0;0;"";""
"Biesland";0;0;"";""
"Campagne";0;0;"";""
"Wolder";0;0;"";""
"Sint Pieter";0;0;"";""
"Brusselsepoort";0;1;"";""
"Mariaberg";0;0;"";""
"Belfort";0;0;"";""
"Pottenberg";0;0;"";""
"Malpertuis";0;0;"";""
"Caberg";0;0;"";""
"Oud-Caberg";0;1;"";""
"Malberg";1;1;"";""
"Dousberg-Hazendans";1;1;"";""
"Daalhof";1;1;"";""
"Boschpoort";0;0;"";""
"Bosscherveld";"";"";"";""
"Frontenkwartier";"";0;"";""
"Belv̩d̬re";"";"";"";""
"Lanakerveld";0;0;"";""
"Wyckerpoort";0;0;"";""
"Heugemerveld";0;0;"";""
"Wittevrouwenveld";0;1;"";""
"Nazareth";0;0;"";""
"Limmel";0;0;"";""
"Scharn";1;2;"";""
"Amby";1;2;"";""
"Beatrixhaven";"";"";"";""
"Borgharen";0;0;"";""
"Itteren";"";0;"";""
"Meerssenhoven";"";"";"";""
"Randwyck";0;0;"";""
"Heugem";1;1;"";""
"Heer";1;2;"";""
"De Heeg";1;1;"";""
"Vroendaal";0;0;"";""
"Medemblik Oude Stad";0;0;"";""
"Medemblik Plan West";0;0;"";""
"Medemblik Parkwijk";0;0;"";""
"Medemblik Koggenwijk";0;0;"";""
"Medemblik Randwijk en Gildenwijk";0;0;"";""
"Medemblik Schepenwijk";0;0;"";""
"Medemblik Bedrijventerrein";"";"";"";""
"Medemblik Vooroever";"";"";"";""
"Medemblik Zuiderzee";"";"";"";""
"Medemblik Buitengebied";"";"";"";""
"Opperdoes Centrum";0;0;"";""
"Opperdoes Buitengebied";0;0;"";""
"Twisk Centrum";0;0;"";""
"Twisk Buitengebied";0;0;"";""
"Lambertschaag";0;0;"";""
"Abbekerk Centrum";0;1;"";""
"Abbekerk Buitengebied";0;0;"";""
"Sijbekarspel Centrum";0;0;"";""
"Sijbekarspel Buitengebied";0;0;"";""
"Benningbroek Centrum";0;0;"";""
"Benningbroek Buitengebied";0;0;"";""
"Wognum Centrum";0;0;"";""
"Wognum Westergouw";0;1;"";""
"Wognum Kreeklanden";0;0;"";""
"Wognum Bloesemgaerde";0;0;"";""
"Wognum Leekerweide";"";"";"";""
"Wognum Oosteinde";0;0;"";""
"Wognum Bedrijventerrein";"";"";"";""
"Wognum Wadway";0;0;"";""
"Wognum Buitengebied";0;0;"";""
"Zwaagdijk-West Centrum";0;0;"";""
"Zwaagdijk-West Buitengebied";0;0;"";""
"Nibbixwoud Centrum";0;1;"";""
"Nibbixwoud Bedrijventerrein";"";"";"";""
"Nibbixwoud Buitengebied";0;0;"";""
"Midwoud Centrum";0;1;"";""
"Midwoud Buitengebied";0;0;"";""
"Oostwoud Centrum";0;0;"";""
"Oostwoud Buitengebied";0;0;"";""
"Hauwert";0;0;"";""
"Zwaagdijk-Oost Centrum";0;0;"";""
"Zwaagdijk-Oost Bedrijventerrein";"";"";"";""
"Zwaagdijk-Oost Buitengebied";0;0;"";""
"Wervershoof Centrum";0;1;"";""
"Wervershoof Oost";0;1;"";""
"Wervershoof West";0;0;"";""
"Wervershoof Vooroever";"";"";"";""
"Wervershoof Buitengebied";0;0;"";""
"Wervershoof Onderdijk";0;1;"";""
"Wervershoof Onderdijk Aan de Vliet";0;0;"";""
"Wervershoof Onderdijk Buitengebied";0;0;"";""
"Andijk Centrum";1;1;"";""
"Andijk Oost";0;0;"";""
"Andijk Midden";0;0;"";""
"Andijk Zuid";0;1;"";""
"Andijk Bangert";0;1;"";""
"Andijk Grootslag en IJsselhof";0;0;"";""
"Andijk Vooroever";"";"";"";""
"Andijk Bedrijventerrein";0;0;"";""
"Andijk Waterzuivering";"";"";"";""
"Andijk Buitengebied";0;0;"";""
"Meerssen";1;2;"";""
"Rothem";0;0;"";""
"Weert";0;0;"";""
"Raar";0;0;"";""
"Verspreide huizen";0;0;"";""
"Ulestraten";1;1;"";""
"Verspreide huizen";0;0;"";""
"Bunde";2;2;"";""
"Kasen";0;0;"";""
"Geulle";0;0;"";""
"Hussenberg met Snijdersberg";0;0;"";""
"Hulsen-Oostbroek";0;0;"";""
"Moorveld";0;0;"";""
"Brommelen-Westbroek";0;0;"";""
"Boerdonk";0;0;"";""
"Bolst";0;0;"";""
"Buitengebied Boerdonk";0;0;"";""
"Buitengebied Erp";0;0;"";""
"Buitengebied Geregt";0;0;"";""
"Buitengebied Hurkske en Hoek";0;0;"";""
"Buitengebied Keldonk";0;0;"";""
"Buitengebied Kraanmeer en Veluwe";0;0;"";""
"Empeldonk";0;0;"";""
"Erp Centrum";0;0;"";""
"Erp Zuid";0;0;"";""
"Keldonk";0;0;"";""
"Vlaskamp";0;0;"";""
"Boschweg Noordoost";0;0;"";""
"Boschweg Zuidwest";0;0;"";""
"Buitengebied Elderbroek";0;0;"";""
"Buitengebied Broekkant";0;0;"";""
"Buitengebied Molendijk";0;0;"";""
"Buitengebied Oetelaar";0;0;"";""
"Buitengebied Rooiseheide";0;0;"";""
"Buitengebied Steeg";0;0;"";""
"Buitengebied Vlagheide";0;0;"";""
"De Beemd 1";0;1;"";""
"De Beemd 3";0;0;"";""
"De Borne 1";0;0;"";""
"De Borne 2";0;0;"";""
"Duin 1";"";"";"";""
"Duin 2";"";"";"";""
"Grevekeur";0;0;"";""
"Hoevenbraak";0;0;"";""
"Hopstraat";0;0;"";""
"Hulzebraak";1;1;"";""
"Molendijk";0;0;"";""
"Plein 1";0;0;"";""
"Plein 2";0;0;"";""
"Plein 3";0;0;"";""
"Rooiseheide";"";0;"";""
"Schijndel Centrum 1";0;0;"";""
"Schijndel Centrum 2";0;0;"";""
"Schijndel Centrum 3";0;0;"";""
"Schijndel Centrum 4";0;0;"";""
"Wijbosch";0;0;"";""
"Armenhoef";0;0;"";""
"Boskant";0;0;"";""
"Buitengebied Boskant";0;0;"";""
"Buitengebied Jekschotse Heide en Everse";0;0;"";""
"Buitengebied Nijnsel";0;0;"";""
"Buitengebied Olland";0;0;"";""
"Buitengebied Rijsingen en Schijndelse Heide";0;0;"";""
"Buitengebied Veerse Heide en Koevering";0;0;"";""
"Buitengebied Vressel en Zwijnsbergen";0;0;"";""
"Cathalijne en Kinderbos";0;0;"";""
"Eerschot";1;1;"";""
"Heikant en Sluitappel";0;0;"";""
"Kienehoef Noord";0;0;"";""
"Kienehoef Zuid";1;1;"";""
"Nijnsel";0;0;"";""
"Olland";0;0;"";""
"Sint-Oedenrode Centrum Noord";0;0;"";""
"Sint-Oedenrode Centrum Zuid";0;1;"";""
"'t Ven Oost";1;1;"";""
"'t Ven West";0;1;"";""
"Amert en Binnenveld";0;0;"";""
"Bloemenwijk";1;1;"";""
"Buitengebied Driehuizen en Hazelberg";0;0;"";""
"Buitengebied Eerde";0;0;"";""
"Buitengebied Heuvel en Havelt";0;0;"";""
"Buitengebied Jekschot";0;0;"";""
"Buitengebied Mariaheide";0;0;"";""
"Buitengebied Sportpark en Dorshout";0;0;"";""
"Buitengebied Zijtaart";0;0;"";""
"Bunderse Hoek Noord";0;1;"";""
"Bunderse Hoek Zuid";0;0;"";""
"Busselbunders";0;0;"";""
"De Scheifelaar";0;0;"";""
"Doornhoek en Kempkens";"";"";"";""
"Dubbelen";0;0;"";""
"Eerde";0;0;"";""
"Erpseweg Zuid";0;0;"";""
"Heibunders";0;0;"";""
"Hoogeinde";0;0;"";""
"Koolenkampen en Iepenlaan";0;0;"";""
"Laarbunders";0;1;"";""
"Leest";0;1;"";""
"Leest Noord";0;0;"";""
"Mariaheide";0;1;"";""
"Oranjewijk en Dorsveld";0;1;"";""
"Oude ontginning";0;0;"";""
"Veghel Centrum";0;1;"";""
"Veghel Zuid 1";0;0;"";""
"Veghel Zuid 2";1;1;"";""
"Vijverwijk";0;0;"";""
"Zijtaart";0;0;"";""
"Historisch Centrum";0;0;"";""
"Indische buurt";0;0;"";""
"Koninginnebuurt";0;0;"";""
"Galgenkamp";"";"";"";""
"Oude Vaart";"";"";"";""
"Heinsiusbuurt";0;0;"";""
"Staatsliedenbuurt";0;0;"";""
"Zeeheldenbuurt";0;0;"";""
"Hesselingen";0;0;"";""
"Koeberg";0;0;"";""
"Reestlanden";0;0;"";""
"Schildersbuurt";0;1;"";""
"Plantenbuurt";1;1;"";""
"Scheepsbuurt";1;1;"";""
"Bloemenbuurt";"";"";"";""
"Onderwijs-, sportpark";"";"";"";""
"Veldenbuurt";1;1;"";""
"Vlinderbuurt";0;1;"";""
"Vogelbuurt";0;0;"";""
"Verzetsbuurt";1;1;"";""
"Drukkersbuurt";0;0;"";""
"Nieuwveenselanden";0;0;"";""
"Blankenstein";"";0;"";""
"Industrieterrein Noord I";"";"";"";""
"Industrieterrein Noord II";"";0;"";""
"Industrie Oevers A";"";"";"";""
"Industrie Oevers B";"";"";"";""
"Industrie Oevers C";"";0;"";""
"Industrie Oevers D";"";"";"";""
"Industrie Oevers E";"";"";"";""
"Verspreid gebied Meppel Noord";"";"";"";""
"Verspreid gebied Meppel Oost";"";0;"";""
"Verspreid gebied Meppel Zuid";"";"";"";""
"Nijeveen Oost";0;"";"";""
"Griftebuurt";0;1;"";""
"Vogelbuurt";0;0;"";""
"Danninge Erve";0;0;"";""
"Spijkerserve";"";"";"";""
"Tussenboerslanden";0;0;"";""
"Kolderveen";0;0;"";""
"Kolderveense Bovenboer";0;0;"";""
"Nijeveense Bovenboer";0;0;"";""
"Verspreid gebied Nijeveen";0;0;"";""
"Rogat";0;0;"";""
"Broekhuizen";0;0;"";""
"De Schiphorst";0;0;"";""
"Abdij";0;0;"";""
"Stadhuis";0;0;"";""
"Markt";0;0;"";""
"Damplein";0;0;"";""
"Dampoort";0;0;"";""
"Griffioen I";0;0;"";""
"Griffioen II";0;0;"";""
"Poppenroede";0;0;"";""
"Seislaan";0;0;"";""
"Klarenbeek I";0;0;"";""
"Klarenbeek II & III";0;1;"";""
"Nieuw Middelburg";0;0;"";""
"Brigdamme";0;"";"";""
"Leliendale";0;"";"";""
"Sint Laurens";0;0;"";""
"Rozenhof";0;"";"";""
"Popkensburg";0;0;"";""
"Ramsburg";"";0;"";""
"Prooijenspark";0;0;"";""
"Veersepoort";1;1;"";""
"Golsteinseweg";"";"";"";""
"Nieuwenhove";"";"";"";""
"Brigdamsepad";"";"";"";""
"Zandvoort";0;0;"";""
"Goedgelegen";0;"";"";""
"Pronkenburg";0;"";"";""
"Schellach";"";"";"";""
"Krooneveld";"";"";"";""
"Poelendaele";0;0;"";""
"'t Zand";0;0;"";""
"Stromenwijk";0;1;"";""
"Toorenvliedt";0;0;"";""
"Breewijk";0;0;"";""
"Breeweg";0;"";"";""
"Ter Hooge";0;"";"";""
"Lustenburg";0;0;"";""
"Nieuw Abeele";0;0;"";""
"Magistraatwijk I";0;0;"";""
"Magistraatwijk II";0;1;"";""
"Erasmuswijk";0;0;"";""
"Magistraatwijk III";0;"";"";""
"Reijershove";0;0;"";""
"Veldzigt";0;0;"";""
"Essenvelt";0;"";"";""
"Kruitmolen";0;"";"";""
"Dauwendaele I";1;1;"";""
"Dauwendaele II";0;0;"";""
"Edelstenenbuurt";0;0;"";""
"Arnestein I";"";0;"";""
"Arnestein II";"";"";"";""
"Mortiere I";"";"";"";""
"Mortiere III";"";1;"";""
"Mortiere II";"";"";"";""
"Nieuw- en Sint Joosland";0;0;"";""
"Nieuwlandsrust";0;0;"";""
"Vlackeweg";0;0;"";""
"Middelburgschepolder";0;"";"";""
"Mortierepolder";0;"";"";""
"Oudedorp";0;0;"";""
"Derdeweg";0;"";"";""
"Dorp";0;0;"";""
"Poldertje";0;0;"";""
"Brakenburg I";0;0;"";""
"Brakenburg II";0;0;"";""
"Brakenburg III";0;0;"";""
"Hazenburg I";0;0;"";""
"De Lage Landen";0;0;"";""
"Hazenburg II";0;0;"";""
"Kleverskerke";0;0;"";""
"Oranjeplaat";0;0;"";""
"Veerse Meer";"";"";"";""
"Buitengebied";0;0;"";""
"Schipluiden";1;1;"";""
"Den Hoorn";2;2;"";""
"Hodenpijl";"";"";"";""
"Gaag-Schipluiden";0;0;"";""
"Negenhuizen en Zouteveen";0;0;"";""
"'t Woudt";"";"";"";""
"Verspreide huizen Schipluiden";0;0;"";""
"Maasland";1;1;"";""
"Ter Lucht";0;0;"";""
"Gaag-Maasland";0;0;"";""
"Dijkpolder";0;0;"";""
"Verspreide huizen Dijkpolder";0;0;"";""
"Verspreide huizen Duifpolder en omgeving";0;0;"";""
"Beilen";3;4;"";""
"Lieving Makkum";0;0;"";""
"Holthe";0;0;"";""
"Brunsting";0;0;"";""
"Verspreide huizen Beilen";1;1;"";""
"Hijken";0;0;"";""
"Oranje";0;0;"";""
"Verspreide huizen Hijken";0;0;"";""
"Hooghalen";0;0;"";""
"Laaghalen";0;0;"";""
"Verspreide huizen Hooghalen";0;0;"";""
"Wijster";0;0;"";""
"Verspreide huizen Wijster";0;0;"";""
"Spier";0;0;"";""
"Verspreide huizen Spier";0;0;"";""
"Drijber";0;0;"";""
"Verspreide huizen Drijber";0;0;"";""
"Smilde-Centrum";2;2;"";""
"Smilde-Noord";0;0;"";""
"Smilde-Zuid";0;0;"";""
"Verspreide huizen Smilde";0;0;"";""
"Bovensmilde-Centrum";1;1;"";""
"Bovensmilde-Noord";0;0;"";""
"Bovensmilde-Zuid";0;0;"";""
"Verspreide huizen Bovensmilde";0;0;"";""
"Hoogersmilde-Centrum";0;0;"";""
"Hoogersmilde-Noord";0;0;"";""
"Hoogersmilde-Zuid";0;0;"";""
